label,ch0_norm,ch1_norm,ch2_norm,ch3_norm,ch4_norm
Y,0.0000,0.9350,0.9309,1.0000,0.0000
Y,0.0000,0.9553,0.8951,1.0000,0.0000
Y,0.0000,0.8862,0.9156,1.0000,0.0000
Y,0.0000,0.9675,0.9130,0.9968,0.0000
Y,0.0000,0.9553,0.9156,1.0000,0.0000
Y,0.0000,0.9593,0.9156,1.0000,0.0000
Y,0.0000,0.9024,0.8619,1.0000,0.0000
Y,0.0000,0.9024,0.9105,1.0000,0.0000
Y,0.0000,0.9837,0.8926,0.9873,0.0000
Y,0.0000,0.9593,0.9105,1.0000,0.0000
Y,0.0000,0.9350,0.9105,1.0000,0.0000
Y,0.0000,0.9350,0.8900,1.0000,0.0000
Y,0.0000,0.9228,0.8849,1.0000,0.0000
Y,0.0000,0.9228,0.8900,0.9841,0.0000
Y,0.0000,0.9593,0.8951,1.0000,0.0000
Y,0.0000,0.9065,0.8772,1.0000,0.0000
Y,0.0000,0.9553,0.8772,1.0000,0.0000
Y,0.0000,0.9512,0.9488,0.9873,0.0000
Y,0.0000,0.9350,0.8977,1.0000,0.0000
Y,0.0000,0.9512,0.8440,1.0000,0.0000
Y,0.0000,0.9512,0.8696,1.0000,0.0000
Y,0.0000,0.9350,0.9054,0.9968,0.0000
Y,0.0000,0.9024,0.8772,1.0000,0.0000
Y,0.0000,0.9593,0.9003,0.9937,0.0000
Y,0.0000,0.9512,0.8772,1.0000,0.0000
Y,0.0000,0.9146,0.8824,1.0000,0.0000
Y,0.0000,0.9634,0.9258,1.0000,0.0000
Y,0.0000,0.9390,0.9207,0.9905,0.0000
Y,0.0000,0.9187,0.9003,1.0000,0.0000
Y,0.0000,0.8902,0.9105,1.0000,0.0000
Y,0.0000,0.9065,0.9003,0.9905,0.0000
Y,0.0000,0.9715,0.9182,1.0000,0.0000
Y,0.0000,0.9797,0.8772,1.0000,0.0000
Y,0.0000,0.9675,0.8721,1.0000,0.0000
Y,0.0000,1.0000,0.9105,1.0000,0.0000
Y,0.0000,0.8780,0.9207,1.0000,0.0000
Y,0.0000,0.9512,0.9003,1.0000,0.0000
Y,0.0000,0.9756,0.9386,0.9968,0.0000
Y,0.0000,0.9593,0.9591,1.0000,0.0000
Y,0.0000,0.9350,0.9028,1.0000,0.0000
Y,0.0000,0.9431,0.9309,1.0000,0.0000
Y,0.0000,0.9350,0.8926,1.0000,0.0000
Y,0.0000,0.9146,0.8900,0.9937,0.0000
Y,0.0000,0.9187,0.8900,0.9873,0.0000
Y,0.0000,0.9065,0.8951,0.9810,0.0000
Y,0.0000,0.8780,0.9028,0.9873,0.0000
Y,0.0000,0.9593,0.9054,1.0000,0.0000
Y,0.0000,0.9065,0.9003,0.9905,0.0000
Y,0.0000,0.9675,0.8849,1.0000,0.0000
Y,0.0000,0.9593,0.9156,1.0000,0.0000
Y,0.0000,0.9797,0.9258,1.0000,0.0000
Y,0.0000,0.9106,0.8772,1.0000,0.0000
Y,0.0000,0.9065,0.8772,1.0000,0.0000
Y,0.0000,0.9065,0.8593,0.9968,0.0000
Y,0.0000,0.8984,0.8619,1.0000,0.0000
Y,0.0000,0.9146,0.8926,1.0000,0.0000
Y,0.0000,0.8902,0.8951,1.0000,0.0000
Y,0.0000,0.8943,0.8772,1.0000,0.0000
Y,0.0000,0.9065,0.8900,1.0000,0.0000
Y,0.0000,0.9146,0.8696,0.9810,0.0000
Y,0.0000,0.8943,0.8900,0.9810,0.1533
Y,0.0000,0.9146,0.8670,1.0000,0.1777
Y,0.0000,0.9187,0.8926,1.0000,0.2160
Y,0.0000,0.9146,0.8849,0.9810,0.1603
Y,0.0000,0.8537,0.8798,0.9905,0.1394
Y,0.0000,0.8496,0.8798,1.0000,0.1010
Y,0.0000,0.9146,0.8747,1.0000,0.1150
Y,0.0000,0.9187,0.8389,1.0000,0.1220
Y,0.0000,0.9146,0.8542,0.9746,0.1429
Y,0.0000,0.8780,0.8542,1.0000,0.1010
Y,0.0000,0.8780,0.8491,0.9429,0.1080
Y,0.0000,0.8740,0.8363,0.9905,0.1185
Y,0.0000,0.9024,0.8491,0.9937,0.0523
Y,0.0000,0.8740,0.8875,0.9905,0.0801
Y,0.0000,0.9024,0.8235,0.9905,0.0732
Y,0.0000,0.8699,0.8593,0.9619,0.1394
Y,0.0000,0.9146,0.8593,0.9619,0.1603
Y,0.0000,0.8821,0.8312,0.9841,0.1568
Y,0.0000,0.8780,0.8363,0.9714,0.1638
Y,0.0000,0.8415,0.8363,1.0000,0.1115
Y,0.0000,0.8618,0.8338,0.9587,0.1359
Y,0.0000,0.9350,0.8235,0.9937,0.1115
Y,0.0000,0.9187,0.8593,0.9841,0.2300
Y,0.0000,0.9431,0.9028,1.0000,0.2718
Y,0.0000,0.9715,0.8772,1.0000,0.3833
Y,0.0000,0.9106,0.8951,1.0000,0.4077
Y,0.0000,0.9228,0.8619,1.0000,0.3833
Y,0.0000,0.9919,0.9258,0.9873,0.3868
Y,0.0000,1.0000,0.8721,1.0000,0.3031
Y,0.0000,1.0000,0.8772,0.9937,0.2474
Y,0.0000,1.0000,0.8542,1.0000,0.2265
Y,0.0000,1.0000,0.8721,1.0000,0.2195
Y,0.0000,0.9878,0.8747,0.9746,0.1916
Y,0.0000,1.0000,0.8772,0.9810,0.1986
Y,0.0000,1.0000,0.9258,0.9683,0.1812
Y,0.0000,1.0000,0.8747,0.9460,0.1986
Y,0.0000,1.0000,0.8900,0.9810,0.1672
Y,0.0000,1.0000,0.8491,1.0000,0.1777
Y,0.0000,1.0000,0.8389,0.9841,0.1603
Y,0.0000,1.0000,0.8721,0.9683,0.2125
Y,0.0000,1.0000,0.8772,0.9429,0.1603
Y,0.0000,1.0000,0.8517,0.9905,0.1603
Y,0.0000,1.0000,0.8875,0.9873,0.1498
Y,0.0000,1.0000,0.8645,0.9968,0.1847
Y,0.0000,1.0000,0.8414,0.9556,0.2474
Y,0.0000,1.0000,0.8542,0.9905,0.2125
Y,0.0000,1.0000,0.8235,0.9683,0.2265
Y,0.0000,1.0000,0.8619,0.9873,0.2125
Y,0.0000,1.0000,0.8900,0.9810,0.1777
Y,0.0000,1.0000,0.8696,0.9746,0.1707
Y,0.0000,0.9797,0.8696,0.9714,0.1672
Y,0.0000,1.0000,0.8338,0.9905,0.1777
Y,0.0000,1.0000,0.8747,0.9873,0.2056
Y,0.0000,1.0000,0.8849,0.9587,0.1533
Y,0.0000,1.0000,0.8798,0.9460,0.1812
Y,0.0000,1.0000,0.8772,0.9810,0.1498
Y,0.0000,1.0000,0.8619,0.9905,0.1498
Y,0.0000,1.0000,0.8338,0.9683,0.1777
Y,0.0000,1.0000,0.8772,0.9492,0.1429
Y,0.0000,1.0000,0.8645,0.9206,0.1289
Y,0.0000,1.0000,0.8389,0.9524,0.1429
Y,0.0376,1.0000,0.8721,0.9683,0.1638
Y,0.0704,1.0000,0.8363,0.9778,0.1812
Y,0.0798,1.0000,0.8645,0.9492,0.1533
Y,0.0188,1.0000,0.8363,0.9683,0.1254
Y,0.0610,1.0000,0.8363,0.9238,0.1150
Y,0.0376,1.0000,0.8414,0.9238,0.1150
Y,0.0657,0.9878,0.8363,0.9905,0.1847
Y,0.0094,1.0000,0.8747,0.9937,0.1986
Y,0.0751,1.0000,0.8875,0.9905,0.1638
Y,0.1502,1.0000,0.8363,0.9873,0.1707
Y,0.2347,1.0000,0.8593,0.9429,0.2091
Y,0.2535,1.0000,0.8772,0.9937,0.1916
Y,0.2066,1.0000,0.8593,0.9810,0.1533
Y,0.2160,1.0000,0.8440,0.9683,0.1289
Y,0.3380,1.0000,0.8772,0.9937,0.1394
Y,0.4225,1.0000,0.8312,0.9841,0.1603
Y,0.5211,1.0000,0.8389,0.9810,0.1394
Y,0.4789,1.0000,0.8619,0.9746,0.1568
Y,0.5305,1.0000,0.8696,0.9746,0.1986
Y,0.5070,1.0000,0.8107,0.9492,0.1498
Y,0.4836,1.0000,0.8619,0.9746,0.0941
Y,0.4977,1.0000,0.8414,0.9460,0.1603
Y,0.4272,1.0000,0.8363,1.0000,0.1429
Y,0.4507,1.0000,0.8363,0.9619,0.1533
Y,0.3521,1.0000,0.8517,0.9683,0.1603
Y,0.2770,1.0000,0.8542,0.9905,0.1498
Y,0.2676,1.0000,0.8542,0.9905,0.1707
Y,0.2441,1.0000,0.8491,0.9746,0.1603
Y,0.1972,1.0000,0.8517,0.9905,0.1289
Y,0.2441,1.0000,0.8593,0.9841,0.1010
Y,0.2958,1.0000,0.8440,0.9683,0.1150
Y,0.2629,1.0000,0.8414,0.9841,0.1254
Y,0.3239,0.9675,0.8542,0.9905,0.1220
Y,0.3474,1.0000,0.8619,0.9492,0.1080
Y,0.2770,1.0000,0.8210,0.9841,0.1185
Y,0.2629,1.0000,0.8440,0.9873,0.1150
Y,0.1690,1.0000,0.8363,0.9683,0.1150
Y,0.1268,1.0000,0.8517,0.9714,0.0976
Y,0.1033,1.0000,0.8645,0.9746,0.0906
Y,0.2066,1.0000,0.8926,0.9810,0.1010
Y,0.1221,1.0000,0.8235,0.9587,0.0941
Y,0.1174,1.0000,0.8235,0.9714,0.1080
Y,0.1080,0.9797,0.8235,0.9905,0.1220
Y,0.1784,1.0000,0.8491,0.9746,0.1010
Y,0.1221,0.9959,0.8338,0.9556,0.0662
Y,0.1127,1.0000,0.8619,0.9587,0.0871
Y,0.0188,1.0000,0.8363,0.9587,0.0662
Y,0.0469,1.0000,0.8517,0.9683,0.1254
Y,0.0939,0.9797,0.8414,0.9651,0.2683
Y,0.0563,0.9959,0.8721,0.9841,0.3763
Y,0.0000,1.0000,0.8414,0.9873,0.3833
Y,0.0282,0.9837,0.8517,0.9810,0.3728
Y,0.0235,1.0000,0.8184,0.9587,0.3310
Y,0.0000,1.0000,0.8593,0.9937,0.3415
Y,0.0000,1.0000,0.8517,0.9937,0.2927
Y,0.0000,1.0000,0.8696,1.0000,0.2648
Y,0.0000,0.9959,0.8491,0.9841,0.2718
Y,0.0188,1.0000,0.8721,0.9714,0.2439
Y,0.0000,0.9837,0.8286,0.9714,0.3101
Y,0.0000,1.0000,0.8363,0.9746,0.3380
Y,0.0188,1.0000,0.8312,0.9905,0.3101
Y,0.0000,0.9919,0.8210,1.0000,0.3066
Y,0.0000,1.0000,0.8645,0.9778,0.3066
Y,0.0000,0.9878,0.8363,0.9714,0.2683
Y,0.0000,1.0000,0.8363,1.0000,0.2195
Y,0.0000,1.0000,0.8491,0.9873,0.3519
Y,0.0047,1.0000,0.8363,1.0000,0.4390
Y,0.0000,1.0000,0.8721,1.0000,0.4843
Y,0.0000,1.0000,0.8286,1.0000,0.4425
Y,0.0000,1.0000,0.8491,1.0000,0.4286
Y,0.0000,1.0000,0.8210,1.0000,0.4007
Y,0.0000,0.9919,0.8440,0.9937,0.3763
Y,0.0000,1.0000,0.8465,0.9937,0.2787
Y,0.0000,1.0000,0.8772,0.9810,0.2718
Y,0.0000,1.0000,0.8696,0.9810,0.3066
Y,0.0000,1.0000,0.8363,1.0000,0.2892
Y,0.0000,1.0000,0.7980,0.9841,0.3171
Y,0.0000,1.0000,0.8261,0.9905,0.2718
Y,0.0000,1.0000,0.8133,0.9937,0.2787
Y,0.0000,1.0000,0.8338,0.9619,0.2822
Y,0.0000,1.0000,0.8696,0.9810,0.2787
Y,0.0000,1.0000,0.8286,0.9968,0.2892
Y,0.0000,0.9878,0.8696,0.9460,0.2892
Y,0.0000,1.0000,0.8312,0.9905,0.2718
Y,0.0000,1.0000,0.8440,0.9746,0.2787
Y,0.0000,0.9756,0.8031,0.9905,0.2265
Y,0.0000,0.9919,0.8338,0.9746,0.2509
Y,0.0000,1.0000,0.8005,1.0000,0.2160
Y,0.0000,0.9919,0.8491,0.9778,0.2683
Y,0.0000,1.0000,0.8772,0.9429,0.0000
Y,0.0000,1.0000,0.8721,1.0000,0.0000
Y,0.0000,1.0000,0.8772,0.9714,0.0000
Y,0.0000,1.0000,0.8389,0.9587,0.0000
Y,0.0000,1.0000,0.8926,0.9841,0.0000
Y,0.0000,1.0000,0.8645,0.9492,0.0000
Y,0.0000,1.0000,0.8798,0.9746,0.0000
Y,0.0000,1.0000,0.8926,0.9587,0.0000
Y,0.0000,1.0000,0.8772,0.9460,0.0000
Y,0.0000,1.0000,0.8900,0.9619,0.0000
Y,0.0000,1.0000,0.8977,0.9714,0.0000
Y,0.0000,1.0000,0.8440,0.9905,0.0000
Y,0.0000,1.0000,0.8926,0.9429,0.0000
Y,0.0000,1.0000,0.8542,0.9683,0.0000
Y,0.0000,1.0000,0.8772,0.9587,0.0000
Y,0.0000,1.0000,0.8747,0.9397,0.0000
Y,0.0000,1.0000,0.8772,0.9333,0.0000
Y,0.0000,1.0000,0.8670,0.9810,0.0000
Y,0.0000,1.0000,0.8593,0.9079,0.0000
Y,0.0000,1.0000,0.8772,0.9778,0.0000
Y,0.0000,1.0000,0.8926,0.9587,0.0000
Y,0.0000,1.0000,0.8926,0.9460,0.0000
Y,0.0000,1.0000,0.8772,0.9968,0.0000
Y,0.0000,1.0000,0.8593,1.0000,0.0000
Y,0.0000,1.0000,0.8926,0.9524,0.0000
Y,0.0000,1.0000,0.8824,0.9905,0.0000
Y,0.0000,1.0000,0.8389,0.9810,0.0070
Y,0.0000,1.0000,0.8772,0.9714,0.0000
Y,0.0000,1.0000,0.8491,0.9460,0.0000
Y,0.0000,1.0000,0.8824,0.9492,0.0000
Y,0.0000,1.0000,0.8900,0.9714,0.0000
Y,0.0000,1.0000,0.9028,0.9619,0.0000
Y,0.0000,1.0000,0.8900,0.9905,0.0836
Y,0.0000,1.0000,0.8900,0.9683,0.1080
Y,0.0000,1.0000,0.8645,0.9810,0.0976
Y,0.0000,1.0000,0.8491,0.9683,0.0592
Y,0.0000,1.0000,0.8772,0.9587,0.1115
Y,0.0000,1.0000,0.9003,1.0000,0.0592
Y,0.0000,1.0000,0.8593,0.9841,0.0314
Y,0.0000,1.0000,0.8414,0.9905,0.0662
Y,0.0000,1.0000,0.8696,0.9619,0.0488
Y,0.0000,1.0000,0.8414,0.9810,0.0383
Y,0.0000,1.0000,0.8593,0.9873,0.1394
Y,0.0000,1.0000,0.8747,0.9937,0.1045
Y,0.0000,1.0000,0.8772,0.9683,0.0314
Y,0.0000,1.0000,0.8747,0.9905,0.0488
Y,0.0000,1.0000,0.8951,1.0000,0.0279
Y,0.0000,1.0000,0.8568,0.9683,0.0000
Y,0.0000,1.0000,0.8491,0.9460,0.0105
Y,0.0000,1.0000,0.8491,0.9365,0.0418
Y,0.0000,1.0000,0.8798,0.9810,0.0000
Y,0.0000,1.0000,0.8798,0.9460,0.0000
Y,0.0000,1.0000,0.8900,0.9397,0.0000
Y,0.0000,1.0000,0.8824,0.9397,0.0000
Y,0.0000,1.0000,0.8951,0.9397,0.0000
Y,0.0000,1.0000,0.9028,0.9016,0.0000
Y,0.0000,1.0000,0.8593,0.9048,0.0000
Y,0.0000,1.0000,0.8593,0.9333,0.0070
Y,0.0000,1.0000,0.8696,0.9238,0.0000
Y,0.0000,1.0000,0.8619,0.9810,0.0453
Y,0.0000,1.0000,0.8363,0.9238,0.0000
Y,0.0000,1.0000,0.8517,0.9302,0.0383
Y,0.0000,1.0000,0.8772,0.9302,0.1010
Y,0.0000,1.0000,0.8772,0.9397,0.0941
Y,0.0000,1.0000,0.8389,0.9270,0.0906
Y,0.0000,1.0000,0.8900,0.9714,0.0488
Y,0.0000,1.0000,0.8363,0.9302,0.0244
Y,0.0000,1.0000,0.8363,0.9587,0.0139
Y,0.0000,1.0000,0.9003,0.9714,0.0453
Y,0.0000,1.0000,0.8772,0.9429,0.0662
Y,0.0000,1.0000,0.8798,0.9302,0.0523
Y,0.0000,1.0000,0.8389,0.9556,0.1045
Y,0.0000,1.0000,0.8517,0.9492,0.0557
Y,0.0000,1.0000,0.8210,0.9397,0.0418
Y,0.0000,1.0000,0.8491,0.9333,0.0697
Y,0.0000,1.0000,0.8645,0.9048,0.0801
Y,0.0000,1.0000,0.8772,0.9714,0.0279
Y,0.0000,1.0000,0.8338,0.9429,0.0314
Y,0.0000,1.0000,0.8491,0.9048,0.0314
Y,0.0000,1.0000,0.8747,0.9333,0.0314
Y,0.0000,1.0000,0.8517,0.9619,0.0523
Y,0.0000,1.0000,0.8721,0.9397,0.0418
Y,0.0000,1.0000,0.8363,0.9587,0.0314
Y,0.0000,1.0000,0.8593,0.9714,0.0488
Y,0.0000,1.0000,0.8772,0.9429,0.0279
Y,0.0000,1.0000,0.8670,0.9270,0.0488
Y,0.0000,1.0000,0.8363,0.8984,0.0557
Y,0.0000,1.0000,0.8849,0.9429,0.0139
Y,0.0000,1.0000,0.8491,0.9429,0.0000
Y,0.0000,1.0000,0.8721,0.9238,0.0105
Y,0.0000,1.0000,0.8645,0.9365,0.0418
Y,0.0000,1.0000,0.8696,0.9238,0.0523
Y,0.0000,1.0000,0.8440,0.9238,0.0000
Y,0.0000,1.0000,0.8338,0.9175,0.0244
Y,0.0000,1.0000,0.8772,0.9238,0.0000
Y,0.0000,1.0000,0.8440,0.9048,0.0000
Y,0.0000,1.0000,0.8721,0.9492,0.0244
Y,0.0000,1.0000,0.8772,0.9333,0.0279
Y,0.0000,1.0000,0.8772,0.9397,0.0488
Y,0.0000,1.0000,0.8593,0.9429,0.0976
Y,0.0000,1.0000,0.9003,0.9175,0.0523
Y,0.0000,1.0000,0.8593,0.9429,0.0557
Y,0.0000,1.0000,0.8363,0.9397,0.0523
Y,0.0000,1.0000,0.8363,0.9238,0.0488
Y,0.0000,1.0000,0.8721,0.9556,0.0383
Y,0.0000,1.0000,0.8849,0.9333,0.0070
Y,0.0000,1.0000,0.8465,0.9397,0.0488
Y,0.0000,1.0000,0.8772,0.9397,0.0000
Y,0.0000,1.0000,0.8593,0.8984,0.0279
Y,0.0000,1.0000,0.8645,0.8476,0.0105
Y,0.0000,1.0000,0.8363,0.9397,0.0139
Y,0.0000,1.0000,0.8389,0.9365,0.0488
Y,0.0000,1.0000,0.8542,0.9270,0.0383
Y,0.0000,1.0000,0.8645,0.9238,0.0314
Y,0.0000,1.0000,0.8440,0.9206,0.0000
Y,0.0000,1.0000,0.8389,0.9302,0.0000
Y,0.0000,1.0000,0.8721,0.9111,0.0453
Y,0.0000,1.0000,0.8593,0.9175,0.0000
Y,0.0000,1.0000,0.8772,0.9841,0.0000
Y,0.0000,1.0000,0.8593,0.9206,0.0000
Y,0.0000,1.0000,0.8491,0.9238,0.0000
Y,0.0000,1.0000,0.8696,0.9111,0.0174
Y,0.0000,1.0000,0.8824,0.9175,0.0000
Y,0.0000,1.0000,0.8440,0.9460,0.0000
Y,0.0000,1.0000,0.8772,0.9111,0.0000
Y,0.0000,1.0000,0.8542,0.8921,0.0000
Y,0.0000,1.0000,0.8645,0.9175,0.0453
Y,0.0000,1.0000,0.8772,0.9206,0.0000
Y,0.0000,1.0000,0.8491,0.9175,0.0000
Y,0.0000,1.0000,0.8542,0.9397,0.0000
Y,0.0000,1.0000,0.8491,0.9111,0.0000
Y,0.0000,1.0000,0.8363,0.9111,0.0000
Y,0.0000,1.0000,0.8517,0.9302,0.0000
Y,0.0000,1.0000,0.8593,0.9302,0.0000
Y,0.0000,1.0000,0.8363,0.9365,0.0000
Y,0.0000,1.0000,0.8645,0.9333,0.0348
Y,0.0000,1.0000,0.8721,0.9238,0.0000
Y,0.0000,1.0000,0.8593,0.9397,0.0279
Y,0.0000,1.0000,0.8338,0.9079,0.0488
Y,0.0000,1.0000,0.8286,0.9206,0.0488
Y,0.0000,1.0000,0.8670,0.9206,0.0244
Y,0.0000,1.0000,0.9054,0.8921,0.0488
Y,0.0000,1.0000,0.8645,0.9048,0.0418
Y,0.0000,1.0000,0.8747,0.8984,0.0174
Y,0.0000,1.0000,0.8465,0.9460,0.0453
Y,0.0000,1.0000,0.8696,0.8889,0.0139
Y,0.0000,1.0000,0.8363,0.9048,0.0139
Y,0.0000,1.0000,0.8363,0.9048,0.0000
Y,0.0000,1.0000,0.8721,0.8952,0.0035
Y,0.0000,1.0000,0.8440,0.9365,0.0314
Y,0.0000,1.0000,0.8593,0.8952,0.0000
Y,0.0000,1.0000,0.8542,0.9175,0.0000
Y,0.0000,1.0000,0.8363,0.8540,0.0000
Y,0.0000,1.0000,0.8414,0.8921,0.0000
Y,0.0000,1.0000,0.8440,0.8952,0.0000
Y,0.0000,1.0000,0.8389,0.9175,0.0000
Y,0.0000,1.0000,0.8363,0.9206,0.0000
Y,0.0000,1.0000,0.8389,0.8952,0.0000
Y,0.0000,1.0000,0.8772,0.9333,0.0000
Y,0.0000,1.0000,0.8619,0.9397,0.0000
Y,0.0000,1.0000,0.8465,0.9111,0.0000
Y,0.0000,1.0000,0.8542,0.9111,0.0000
Y,0.0000,1.0000,0.8772,0.9238,0.0035
Y,0.0000,1.0000,0.8747,0.9429,0.0000
Y,0.0000,1.0000,0.8747,0.9492,0.0000
Y,0.0000,1.0000,0.8491,0.9365,0.0000
Y,0.0000,1.0000,0.8772,0.9714,0.0000
Y,0.0000,1.0000,0.8414,0.9238,0.0000
Y,0.0000,1.0000,0.8363,0.9333,0.0000
Y,0.0000,1.0000,0.8670,0.9460,0.0000
Y,0.0000,1.0000,0.8951,0.9460,0.0000
Y,0.0000,1.0000,0.8772,0.9492,0.0000
Y,0.0000,1.0000,0.8696,0.9365,0.0000
Y,0.0000,1.0000,0.8772,0.9206,0.0000
Y,0.0000,1.0000,0.8824,0.9429,0.0000
Y,0.0000,1.0000,0.8747,0.9429,0.0000
Y,0.0000,1.0000,0.8824,0.9587,0.0000
Y,0.0000,1.0000,0.8645,0.9873,0.0000
Y,0.0000,1.0000,0.8926,0.9460,0.0000
Y,0.0000,1.0000,0.8824,0.9429,0.0000
Y,0.0000,1.0000,0.8772,0.9587,0.0000
Y,0.0000,1.0000,0.8772,1.0000,0.0000
Y,0.0000,1.0000,0.9105,0.9683,0.0000
Y,0.0000,1.0000,0.8951,0.9905,0.0000
Y,0.0000,1.0000,0.8747,0.9683,0.0000
Y,0.0000,1.0000,0.9258,0.9683,0.0000
Y,0.0000,1.0000,0.9079,0.9810,0.0000
Y,0.0000,1.0000,0.9130,0.9683,0.0000
Y,0.0000,1.0000,0.8926,0.9810,0.0000
Y,0.0000,1.0000,0.9182,0.9683,0.0000
Y,0.0000,1.0000,0.9156,1.0000,0.0000
Y,0.0000,1.0000,0.9003,1.0000,0.0000
Y,0.0000,1.0000,0.9003,1.0000,0.0000
Y,0.0000,1.0000,0.9309,1.0000,0.0000
Y,0.0000,1.0000,0.9335,1.0000,0.0000
Y,0.0000,1.0000,0.9719,1.0000,0.0000
Y,0.0000,1.0000,0.9591,1.0000,0.0000
Y,0.0000,1.0000,0.9412,1.0000,0.0000
Y,0.0000,1.0000,0.9309,1.0000,0.0000
Y,0.0000,1.0000,0.9361,1.0000,0.0000
Y,0.0000,1.0000,0.9540,1.0000,0.0000
Y,0.0000,1.0000,0.9361,1.0000,0.0000
Y,0.0000,1.0000,0.9284,0.9968,0.0000
Y,0.0000,1.0000,0.9565,1.0000,0.0000
Y,0.0000,1.0000,0.9233,1.0000,0.0000
Y,0.0000,1.0000,0.9488,1.0000,0.0000
Y,0.0000,1.0000,0.9642,1.0000,0.0000
Y,0.0000,1.0000,0.8977,1.0000,0.0000
Y,0.0000,1.0000,0.9258,1.0000,0.0000
Y,0.0000,1.0000,0.9207,1.0000,0.0000
Y,0.0000,1.0000,0.9309,1.0000,0.0000
Y,0.0000,1.0000,0.9565,1.0000,0.0000
Y,0.0000,1.0000,0.9361,1.0000,0.0000
Y,0.0000,1.0000,0.9719,1.0000,0.0000
Y,0.0000,1.0000,0.9335,1.0000,0.0000
Y,0.0000,1.0000,0.9233,0.9905,0.0000
Y,0.0000,1.0000,0.9079,0.9873,0.0000
Y,0.0000,1.0000,0.9668,1.0000,0.0000
Y,0.0000,1.0000,0.9258,1.0000,0.0000
Y,0.0000,1.0000,0.9054,0.9968,0.0000
Y,0.0000,1.0000,0.9540,1.0000,0.0000
Y,0.0000,1.0000,0.9105,1.0000,0.0000
Y,0.0000,1.0000,0.9003,0.9905,0.0000
Y,0.0000,1.0000,0.9028,1.0000,0.0000
Y,0.0000,1.0000,0.9335,1.0000,0.0000
Y,0.0000,1.0000,0.9412,0.9714,0.0000
Y,0.0000,1.0000,0.9233,0.9905,0.0000
Y,0.0000,1.0000,0.8772,1.0000,0.0000
Y,0.0000,1.0000,0.9309,0.9873,0.0000
Y,0.0000,1.0000,0.9054,0.9778,0.0000
Y,0.0000,1.0000,0.9233,0.9905,0.0000
Y,0.0000,1.0000,0.9412,0.9937,0.0000
Y,0.0000,1.0000,0.9207,1.0000,0.0000
Y,0.0000,1.0000,0.9079,1.0000,0.0000
Y,0.0000,1.0000,0.9616,1.0000,0.0000
Y,0.0000,1.0000,0.9361,0.9905,0.0000
Y,0.0000,1.0000,0.9233,1.0000,0.0000
Y,0.0000,1.0000,0.9540,1.0000,0.0000
Y,0.0000,1.0000,0.8824,0.9937,0.0000
Y,0.0000,1.0000,0.9463,1.0000,0.0000
Y,0.0000,1.0000,0.9207,0.9937,0.0000
Y,0.0000,1.0000,0.9207,0.9968,0.0000
Y,0.0000,1.0000,0.8926,1.0000,0.0000
Y,0.0000,1.0000,0.9233,1.0000,0.0000
Y,0.0000,1.0000,0.9233,1.0000,0.0000
Y,0.0000,1.0000,0.9309,1.0000,0.0000
Y,0.0000,1.0000,0.9591,1.0000,0.0000
Y,0.0000,1.0000,0.9923,1.0000,0.0000
Y,0.0000,1.0000,0.9207,1.0000,0.0000
Y,0.0000,1.0000,0.9591,1.0000,0.0244
Y,0.0000,1.0000,0.9719,1.0000,0.0105
Y,0.0000,1.0000,1.0000,1.0000,0.1010
Y,0.0000,1.0000,0.9719,0.9937,0.1638
Y,0.0000,1.0000,1.0000,0.9905,0.2160
Y,0.0000,1.0000,1.0000,0.9397,0.2404
Y,0.0000,1.0000,1.0000,0.9397,0.2125
Y,0.0000,1.0000,1.0000,0.9365,0.2091
Y,0.0000,1.0000,0.9770,0.9048,0.1498
Y,0.0000,1.0000,1.0000,1.0000,0.1916
Y,0.0000,1.0000,1.0000,1.0000,0.2474
Y,0.0000,1.0000,1.0000,1.0000,0.3972
Y,0.0000,1.0000,1.0000,1.0000,0.4948
Y,0.0000,1.0000,1.0000,1.0000,0.3833
Y,0.0000,1.0000,1.0000,1.0000,0.2404
Y,0.0000,1.0000,1.0000,1.0000,0.1603
Y,0.0000,1.0000,1.0000,1.0000,0.1080
Y,0.0282,1.0000,1.0000,1.0000,0.1603
Y,0.0845,1.0000,1.0000,1.0000,0.2195
Y,0.0469,1.0000,1.0000,1.0000,0.1707
Y,0.0000,1.0000,0.9949,1.0000,0.1463
Y,0.0000,1.0000,1.0000,1.0000,0.1045
Y,0.0000,1.0000,0.9898,1.0000,0.0871
Y,0.0000,1.0000,1.0000,1.0000,0.0697
Y,0.0000,1.0000,0.9668,1.0000,0.0348
Y,0.0000,1.0000,0.9770,1.0000,0.0418
Y,0.0000,1.0000,0.9412,1.0000,0.0000
Y,0.0000,1.0000,0.9744,1.0000,0.0488
Y,0.0000,1.0000,1.0000,1.0000,0.0000
Y,0.0000,1.0000,0.9565,1.0000,0.0000
Y,0.0000,1.0000,0.9744,1.0000,0.0000
Y,0.0000,1.0000,0.9463,1.0000,0.0000
Y,0.0000,1.0000,0.9591,1.0000,0.0000
Y,0.0000,1.0000,0.9540,1.0000,0.0000
Y,0.0000,1.0000,0.9591,1.0000,0.0000
Y,0.0000,1.0000,0.9488,1.0000,0.0000
Y,0.0000,1.0000,0.9079,1.0000,0.0000
Y,0.0000,1.0000,0.9668,1.0000,0.0000
Y,0.0000,1.0000,0.9565,1.0000,0.0000
