label,ch0_norm,ch1_norm,ch2_norm,ch3_norm,ch4_norm
E,0.8826,1.0000,1.0000,1.0000,0.9652
E,0.8779,1.0000,1.0000,1.0000,0.9826
E,0.8545,1.0000,1.0000,1.0000,0.9582
E,1.0000,1.0000,1.0000,1.0000,1.0000
E,0.9859,1.0000,1.0000,1.0000,1.0000
E,1.0000,1.0000,1.0000,1.0000,1.0000
E,1.0000,1.0000,1.0000,1.0000,1.0000
E,1.0000,1.0000,1.0000,1.0000,1.0000
E,0.9671,1.0000,1.0000,1.0000,1.0000
E,1.0000,1.0000,1.0000,1.0000,1.0000
E,1.0000,1.0000,1.0000,1.0000,1.0000
E,1.0000,1.0000,1.0000,1.0000,1.0000
E,0.9531,1.0000,1.0000,1.0000,1.0000
E,0.9953,1.0000,1.0000,1.0000,1.0000
E,1.0000,1.0000,1.0000,1.0000,1.0000
E,1.0000,1.0000,1.0000,1.0000,1.0000
E,0.9296,1.0000,1.0000,1.0000,1.0000
E,0.9061,1.0000,1.0000,1.0000,1.0000
E,0.9718,1.0000,1.0000,1.0000,1.0000
E,1.0000,1.0000,1.0000,1.0000,1.0000
E,0.9671,1.0000,0.9949,1.0000,1.0000
E,0.9296,1.0000,1.0000,1.0000,1.0000
E,0.9765,1.0000,1.0000,1.0000,1.0000
E,0.9953,1.0000,1.0000,1.0000,1.0000
E,0.9390,1.0000,1.0000,1.0000,1.0000
E,0.9484,1.0000,1.0000,1.0000,1.0000
E,1.0000,1.0000,1.0000,1.0000,1.0000
E,0.9249,1.0000,1.0000,1.0000,1.0000
E,1.0000,1.0000,1.0000,1.0000,1.0000
E,0.9531,1.0000,1.0000,1.0000,1.0000
E,0.9484,1.0000,1.0000,1.0000,1.0000
E,0.9812,1.0000,1.0000,1.0000,1.0000
E,0.9765,1.0000,1.0000,1.0000,1.0000
E,1.0000,1.0000,1.0000,1.0000,1.0000
E,0.9953,1.0000,0.9770,1.0000,1.0000
E,0.9765,1.0000,1.0000,1.0000,1.0000
E,0.9765,1.0000,1.0000,1.0000,1.0000
E,0.9484,1.0000,1.0000,1.0000,1.0000
E,1.0000,1.0000,1.0000,1.0000,1.0000
E,0.9765,1.0000,1.0000,1.0000,1.0000
E,0.9202,1.0000,1.0000,1.0000,1.0000
E,0.9765,1.0000,0.9974,1.0000,1.0000
E,0.9671,1.0000,1.0000,1.0000,1.0000
E,1.0000,1.0000,1.0000,1.0000,1.0000
E,0.9718,1.0000,1.0000,1.0000,1.0000
E,0.9812,1.0000,1.0000,1.0000,1.0000
E,0.9390,1.0000,0.9847,1.0000,1.0000
E,0.9484,1.0000,1.0000,1.0000,1.0000
E,0.9390,1.0000,1.0000,1.0000,1.0000
E,0.9624,1.0000,0.9719,1.0000,1.0000
E,0.9812,1.0000,1.0000,1.0000,1.0000
E,0.9484,1.0000,1.0000,1.0000,1.0000
E,0.9249,1.0000,1.0000,1.0000,1.0000
E,0.9765,1.0000,1.0000,1.0000,1.0000
E,0.9437,1.0000,1.0000,1.0000,1.0000
E,0.9437,1.0000,1.0000,1.0000,1.0000
E,0.9531,1.0000,0.9923,1.0000,1.0000
E,0.9061,1.0000,0.9872,1.0000,1.0000
E,0.9484,1.0000,1.0000,1.0000,1.0000
E,0.9577,1.0000,0.9744,1.0000,1.0000
E,0.9624,1.0000,1.0000,1.0000,1.0000
E,0.9671,1.0000,1.0000,1.0000,1.0000
E,0.9390,1.0000,1.0000,1.0000,1.0000
E,0.9484,1.0000,1.0000,1.0000,1.0000
E,1.0000,1.0000,0.9923,1.0000,1.0000
E,0.9765,1.0000,1.0000,1.0000,1.0000
E,0.9671,1.0000,1.0000,1.0000,1.0000
E,0.9953,1.0000,1.0000,1.0000,1.0000
E,0.9765,1.0000,1.0000,1.0000,1.0000
E,0.9577,1.0000,0.9923,1.0000,1.0000
E,0.9812,1.0000,0.9821,1.0000,1.0000
E,0.9577,1.0000,1.0000,1.0000,1.0000
E,0.9531,1.0000,1.0000,1.0000,1.0000
E,0.9624,1.0000,0.9847,1.0000,1.0000
E,0.9531,1.0000,1.0000,1.0000,1.0000
E,0.9812,1.0000,1.0000,1.0000,1.0000
E,0.9765,1.0000,1.0000,1.0000,1.0000
E,0.9577,1.0000,1.0000,1.0000,1.0000
E,0.9296,1.0000,1.0000,1.0000,1.0000
E,0.9390,1.0000,1.0000,1.0000,1.0000
E,0.9718,1.0000,1.0000,1.0000,1.0000
E,0.9390,1.0000,1.0000,1.0000,1.0000
E,0.9718,1.0000,1.0000,1.0000,1.0000
E,0.9437,1.0000,1.0000,1.0000,1.0000
E,0.9437,1.0000,1.0000,1.0000,1.0000
E,0.8967,1.0000,1.0000,1.0000,1.0000
E,0.9765,1.0000,1.0000,1.0000,1.0000
E,1.0000,1.0000,1.0000,1.0000,1.0000
E,0.9624,1.0000,1.0000,1.0000,1.0000
E,0.9343,1.0000,1.0000,1.0000,1.0000
E,0.9437,1.0000,1.0000,1.0000,1.0000
E,0.8873,1.0000,0.9872,1.0000,1.0000
E,0.9437,1.0000,1.0000,1.0000,1.0000
E,0.9437,1.0000,0.9898,1.0000,1.0000
E,0.9577,1.0000,1.0000,1.0000,1.0000
E,0.9577,1.0000,1.0000,1.0000,1.0000
E,0.9531,1.0000,1.0000,1.0000,1.0000
E,0.9390,1.0000,0.9847,1.0000,1.0000
E,0.9484,1.0000,0.9974,1.0000,1.0000
E,0.9577,1.0000,1.0000,1.0000,1.0000
E,0.9437,1.0000,0.9898,1.0000,1.0000
E,0.9202,1.0000,0.9872,1.0000,1.0000
E,0.9718,1.0000,1.0000,1.0000,1.0000
E,0.9437,1.0000,1.0000,1.0000,1.0000
E,0.9061,1.0000,1.0000,1.0000,1.0000
E,0.9484,1.0000,1.0000,1.0000,1.0000
E,0.9014,1.0000,1.0000,1.0000,1.0000
E,0.9390,1.0000,0.9872,1.0000,1.0000
E,0.8826,1.0000,1.0000,1.0000,1.0000
E,0.8779,1.0000,1.0000,1.0000,1.0000
E,0.9624,1.0000,1.0000,1.0000,1.0000
E,0.8779,1.0000,0.9872,1.0000,1.0000
E,0.9061,1.0000,0.9847,1.0000,1.0000
E,0.9484,1.0000,0.9923,1.0000,1.0000
E,0.9718,1.0000,1.0000,1.0000,1.0000
E,0.9061,1.0000,1.0000,1.0000,1.0000
E,0.9061,1.0000,0.9821,1.0000,1.0000
E,0.9061,1.0000,1.0000,1.0000,1.0000
E,0.9437,1.0000,0.9872,1.0000,1.0000
E,0.9249,1.0000,0.9693,1.0000,1.0000
E,0.8873,1.0000,0.9898,1.0000,1.0000
E,0.9155,1.0000,0.9974,1.0000,1.0000
E,0.8967,1.0000,0.9744,1.0000,1.0000
E,0.8779,1.0000,0.9847,1.0000,1.0000
E,0.8357,1.0000,0.9974,1.0000,1.0000
E,0.9202,1.0000,1.0000,1.0000,1.0000
E,0.8826,1.0000,1.0000,1.0000,1.0000
E,0.8826,1.0000,0.9744,1.0000,1.0000
E,0.8779,1.0000,0.9847,1.0000,1.0000
E,0.8779,1.0000,0.9847,1.0000,1.0000
E,0.8779,1.0000,0.9974,1.0000,1.0000
E,0.8920,1.0000,1.0000,1.0000,1.0000
E,0.8920,1.0000,1.0000,1.0000,1.0000
E,0.9061,1.0000,0.9744,1.0000,1.0000
E,0.8779,1.0000,1.0000,1.0000,1.0000
E,0.8873,1.0000,1.0000,1.0000,1.0000
E,0.8920,1.0000,0.9770,1.0000,1.0000
E,0.9014,1.0000,0.9872,1.0000,1.0000
E,0.9061,1.0000,1.0000,1.0000,1.0000
E,0.8779,1.0000,0.9591,1.0000,1.0000
E,0.8920,1.0000,0.9949,1.0000,1.0000
E,0.8732,1.0000,0.9821,1.0000,1.0000
E,0.9202,1.0000,1.0000,1.0000,1.0000
E,0.8779,1.0000,1.0000,1.0000,1.0000
E,0.8873,1.0000,0.9719,1.0000,1.0000
E,0.8779,1.0000,0.9949,1.0000,1.0000
E,0.8779,1.0000,0.9923,1.0000,1.0000
E,0.8732,1.0000,0.9719,1.0000,1.0000
E,0.8873,1.0000,0.9974,1.0000,1.0000
E,0.8779,1.0000,0.9821,1.0000,1.0000
E,0.8826,1.0000,0.9719,1.0000,1.0000
E,0.8920,1.0000,0.9974,1.0000,1.0000
E,0.9014,1.0000,0.9719,1.0000,1.0000
E,0.8920,1.0000,1.0000,1.0000,1.0000
E,0.8779,1.0000,1.0000,1.0000,1.0000
E,0.9014,1.0000,1.0000,1.0000,1.0000
E,0.9014,1.0000,1.0000,1.0000,1.0000
E,0.8779,1.0000,1.0000,1.0000,1.0000
E,0.8732,1.0000,1.0000,1.0000,1.0000
E,0.8779,1.0000,1.0000,1.0000,1.0000
E,0.8779,1.0000,1.0000,1.0000,1.0000
E,0.9249,1.0000,1.0000,1.0000,1.0000
E,0.9108,1.0000,1.0000,1.0000,1.0000
E,0.9014,1.0000,1.0000,1.0000,1.0000
E,0.8920,1.0000,1.0000,1.0000,1.0000
E,0.9014,1.0000,1.0000,1.0000,1.0000
E,0.9390,1.0000,1.0000,1.0000,1.0000
E,0.9108,1.0000,1.0000,1.0000,1.0000
E,0.8638,1.0000,1.0000,1.0000,1.0000
E,0.8779,1.0000,1.0000,1.0000,1.0000
E,0.8779,1.0000,1.0000,1.0000,1.0000
E,0.8779,1.0000,1.0000,1.0000,1.0000
E,0.9014,1.0000,1.0000,1.0000,1.0000
E,0.8826,1.0000,1.0000,1.0000,1.0000
E,0.8545,1.0000,1.0000,1.0000,1.0000
E,0.9061,1.0000,1.0000,1.0000,1.0000
E,0.9061,1.0000,1.0000,1.0000,1.0000
E,0.9108,1.0000,1.0000,1.0000,1.0000
E,0.9155,1.0000,1.0000,1.0000,1.0000
E,0.9531,1.0000,1.0000,1.0000,1.0000
E,0.8732,1.0000,1.0000,1.0000,1.0000
E,0.9484,1.0000,1.0000,1.0000,1.0000
E,0.8826,1.0000,1.0000,1.0000,1.0000
E,0.8779,1.0000,1.0000,1.0000,1.0000
E,0.8779,1.0000,1.0000,1.0000,1.0000
E,0.8779,1.0000,1.0000,1.0000,1.0000
E,0.8826,1.0000,1.0000,1.0000,1.0000
E,0.8826,1.0000,1.0000,1.0000,1.0000
E,0.8873,1.0000,1.0000,1.0000,1.0000
E,0.8498,1.0000,1.0000,1.0000,1.0000
E,0.8826,1.0000,1.0000,1.0000,1.0000
E,0.9202,1.0000,1.0000,1.0000,1.0000
E,0.8545,1.0000,1.0000,1.0000,1.0000
E,0.9108,1.0000,1.0000,1.0000,1.0000
E,0.8545,1.0000,1.0000,1.0000,1.0000
E,0.8826,1.0000,1.0000,1.0000,1.0000
E,0.8920,1.0000,1.0000,1.0000,1.0000
E,0.8873,1.0000,1.0000,1.0000,1.0000
E,0.8451,1.0000,1.0000,1.0000,1.0000
E,0.9202,1.0000,1.0000,1.0000,1.0000
E,0.8498,1.0000,1.0000,1.0000,1.0000
E,0.8545,1.0000,1.0000,1.0000,1.0000
E,0.8779,1.0000,1.0000,1.0000,1.0000
E,0.8920,1.0000,1.0000,1.0000,1.0000
E,0.8779,1.0000,1.0000,1.0000,1.0000
E,0.8779,1.0000,1.0000,1.0000,1.0000
E,0.8779,1.0000,1.0000,1.0000,1.0000
E,0.8826,1.0000,1.0000,1.0000,1.0000
E,0.8357,1.0000,1.0000,1.0000,1.0000
E,0.8873,1.0000,1.0000,1.0000,1.0000
E,0.8732,1.0000,1.0000,1.0000,1.0000
E,0.8826,1.0000,1.0000,1.0000,1.0000
E,0.8498,1.0000,1.0000,1.0000,1.0000
E,0.8545,1.0000,1.0000,1.0000,1.0000
E,0.8732,1.0000,1.0000,1.0000,1.0000
E,0.9249,1.0000,1.0000,1.0000,1.0000
E,0.8498,1.0000,1.0000,1.0000,1.0000
E,0.8451,1.0000,1.0000,1.0000,1.0000
E,0.8638,1.0000,1.0000,1.0000,1.0000
E,0.8498,1.0000,1.0000,1.0000,1.0000
E,0.8779,1.0000,1.0000,1.0000,1.0000
E,0.8779,1.0000,1.0000,1.0000,1.0000
E,0.8310,1.0000,1.0000,1.0000,1.0000
E,0.8779,1.0000,1.0000,1.0000,1.0000
E,0.8638,1.0000,1.0000,1.0000,1.0000
E,0.8779,1.0000,1.0000,1.0000,1.0000
E,0.8498,1.0000,1.0000,1.0000,1.0000
E,0.8685,1.0000,1.0000,1.0000,1.0000
E,0.8592,1.0000,1.0000,1.0000,1.0000
E,0.8592,1.0000,1.0000,1.0000,1.0000
E,0.8779,1.0000,1.0000,1.0000,1.0000
E,0.8545,1.0000,1.0000,1.0000,1.0000
E,0.8545,1.0000,1.0000,1.0000,1.0000
E,0.8592,1.0000,1.0000,1.0000,1.0000
E,0.8779,1.0000,1.0000,1.0000,1.0000
E,0.8169,1.0000,1.0000,1.0000,1.0000
E,0.8779,1.0000,1.0000,1.0000,1.0000
E,0.8779,1.0000,1.0000,1.0000,1.0000
E,0.8075,1.0000,1.0000,1.0000,1.0000
E,0.8779,1.0000,1.0000,1.0000,1.0000
E,0.8498,1.0000,1.0000,1.0000,1.0000
E,0.8169,1.0000,1.0000,1.0000,1.0000
E,0.8779,1.0000,1.0000,1.0000,1.0000
E,0.8779,1.0000,1.0000,1.0000,1.0000
E,0.8451,1.0000,1.0000,1.0000,1.0000
E,0.8779,1.0000,1.0000,1.0000,1.0000
E,0.8732,1.0000,1.0000,1.0000,1.0000
E,0.8826,1.0000,1.0000,1.0000,1.0000
E,0.8779,1.0000,1.0000,1.0000,1.0000
E,0.8732,1.0000,1.0000,1.0000,1.0000
E,0.8310,1.0000,1.0000,1.0000,1.0000
E,0.8779,1.0000,1.0000,1.0000,1.0000
E,0.8779,1.0000,1.0000,1.0000,1.0000
E,0.8638,1.0000,1.0000,1.0000,1.0000
E,0.8638,1.0000,1.0000,1.0000,1.0000
E,0.8498,1.0000,1.0000,1.0000,1.0000
E,0.8779,1.0000,1.0000,1.0000,1.0000
E,0.8873,1.0000,1.0000,1.0000,1.0000
E,0.8685,1.0000,1.0000,1.0000,1.0000
E,0.8826,1.0000,1.0000,1.0000,1.0000
E,0.8263,1.0000,1.0000,1.0000,1.0000
E,0.8779,1.0000,1.0000,1.0000,1.0000
E,0.8779,1.0000,1.0000,1.0000,1.0000
E,0.8169,1.0000,1.0000,1.0000,1.0000
E,0.8592,1.0000,1.0000,1.0000,1.0000
E,0.8638,1.0000,1.0000,1.0000,1.0000
E,0.8779,1.0000,1.0000,1.0000,1.0000
E,0.8685,1.0000,1.0000,1.0000,1.0000
E,0.8592,1.0000,1.0000,1.0000,1.0000
E,0.8357,1.0000,1.0000,1.0000,1.0000
E,0.8028,1.0000,1.0000,1.0000,1.0000
E,0.8638,1.0000,1.0000,1.0000,1.0000
E,0.8779,1.0000,1.0000,1.0000,1.0000
E,0.8216,1.0000,1.0000,1.0000,1.0000
E,0.8357,1.0000,1.0000,1.0000,1.0000
E,0.8685,1.0000,1.0000,1.0000,1.0000
E,0.8732,1.0000,1.0000,1.0000,1.0000
E,0.8498,1.0000,1.0000,1.0000,1.0000
E,0.8169,1.0000,1.0000,1.0000,1.0000
E,0.9390,1.0000,1.0000,1.0000,1.0000
E,0.8685,1.0000,1.0000,1.0000,1.0000
E,0.8498,1.0000,1.0000,1.0000,1.0000
E,0.8638,1.0000,1.0000,1.0000,1.0000
E,0.8310,1.0000,1.0000,1.0000,1.0000
E,0.8310,1.0000,1.0000,1.0000,1.0000
E,0.8357,1.0000,1.0000,1.0000,1.0000
E,0.8310,1.0000,1.0000,1.0000,1.0000
E,0.8732,1.0000,1.0000,1.0000,1.0000
E,0.8638,1.0000,1.0000,1.0000,1.0000
E,0.8310,1.0000,1.0000,1.0000,1.0000
E,0.8169,1.0000,1.0000,1.0000,1.0000
E,0.8122,1.0000,1.0000,1.0000,1.0000
E,0.8732,1.0000,1.0000,1.0000,1.0000
E,0.8169,1.0000,1.0000,1.0000,1.0000
E,0.8732,1.0000,1.0000,1.0000,1.0000
E,0.8592,1.0000,1.0000,1.0000,1.0000
E,0.8498,1.0000,1.0000,1.0000,1.0000
E,0.8732,1.0000,1.0000,1.0000,1.0000
E,0.8685,1.0000,1.0000,1.0000,1.0000
E,0.8545,1.0000,1.0000,1.0000,1.0000
E,0.8545,1.0000,1.0000,1.0000,1.0000
E,0.8779,1.0000,1.0000,1.0000,1.0000
E,0.8216,1.0000,1.0000,1.0000,1.0000
E,0.6761,1.0000,1.0000,1.0000,1.0000
E,0.6995,1.0000,1.0000,1.0000,1.0000
E,0.7418,1.0000,1.0000,1.0000,1.0000
E,0.8075,1.0000,1.0000,1.0000,1.0000
E,0.7840,1.0000,1.0000,1.0000,1.0000
E,0.7793,1.0000,1.0000,1.0000,1.0000
E,0.7746,1.0000,1.0000,1.0000,1.0000
E,0.7418,1.0000,1.0000,1.0000,1.0000
E,0.7418,1.0000,1.0000,1.0000,1.0000
E,0.7230,1.0000,1.0000,1.0000,1.0000
E,0.7559,1.0000,1.0000,1.0000,1.0000
E,0.7277,1.0000,1.0000,1.0000,1.0000
E,0.7277,1.0000,1.0000,1.0000,1.0000
E,0.7277,1.0000,1.0000,1.0000,1.0000
E,0.7042,1.0000,1.0000,1.0000,1.0000
E,0.6761,1.0000,1.0000,1.0000,1.0000
E,0.7230,1.0000,1.0000,1.0000,1.0000
E,0.7277,1.0000,1.0000,1.0000,1.0000
E,0.6620,1.0000,1.0000,1.0000,1.0000
E,0.6808,1.0000,1.0000,1.0000,1.0000
E,0.7089,1.0000,1.0000,1.0000,1.0000
E,0.7230,1.0000,1.0000,1.0000,1.0000
E,0.6620,1.0000,1.0000,1.0000,1.0000
E,0.6761,1.0000,1.0000,1.0000,1.0000
E,0.7230,1.0000,1.0000,1.0000,1.0000
E,0.6995,1.0000,1.0000,1.0000,1.0000
E,0.6620,1.0000,1.0000,1.0000,1.0000
E,0.6620,1.0000,1.0000,1.0000,1.0000
E,0.6714,1.0000,1.0000,1.0000,1.0000
E,0.6620,1.0000,1.0000,1.0000,1.0000
E,0.6620,1.0000,1.0000,1.0000,1.0000
E,0.6432,1.0000,1.0000,1.0000,1.0000
E,0.6385,1.0000,1.0000,1.0000,1.0000
E,0.6526,1.0000,1.0000,1.0000,1.0000
E,0.6667,1.0000,1.0000,1.0000,1.0000
E,0.6761,1.0000,1.0000,1.0000,1.0000
E,0.6526,1.0000,1.0000,1.0000,1.0000
E,0.6385,1.0000,1.0000,1.0000,1.0000
E,0.6714,1.0000,1.0000,1.0000,1.0000
E,0.6948,1.0000,1.0000,1.0000,1.0000
E,0.6338,1.0000,1.0000,1.0000,1.0000
E,0.6291,1.0000,1.0000,1.0000,1.0000
E,0.6667,1.0000,1.0000,1.0000,1.0000
E,0.6573,1.0000,1.0000,1.0000,1.0000
E,0.6948,1.0000,1.0000,1.0000,1.0000
E,0.6808,1.0000,1.0000,1.0000,1.0000
E,0.6009,1.0000,1.0000,1.0000,1.0000
E,0.6761,1.0000,1.0000,1.0000,1.0000
E,0.6103,1.0000,1.0000,1.0000,1.0000
E,0.7089,1.0000,1.0000,1.0000,1.0000
E,0.6244,1.0000,1.0000,1.0000,1.0000
E,0.5915,1.0000,1.0000,1.0000,1.0000
E,0.6573,1.0000,1.0000,1.0000,1.0000
E,0.6432,1.0000,1.0000,1.0000,1.0000
E,0.6667,1.0000,1.0000,1.0000,1.0000
E,0.6573,1.0000,1.0000,1.0000,1.0000
E,0.6291,1.0000,1.0000,1.0000,1.0000
E,0.6479,1.0000,1.0000,1.0000,1.0000
E,0.6573,1.0000,1.0000,1.0000,1.0000
E,0.6291,1.0000,1.0000,1.0000,1.0000
E,0.6526,1.0000,1.0000,1.0000,1.0000
E,0.6197,1.0000,1.0000,1.0000,1.0000
E,0.6103,1.0000,1.0000,1.0000,1.0000
E,0.5915,1.0000,1.0000,1.0000,1.0000
E,0.6573,1.0000,1.0000,1.0000,1.0000
E,0.6056,1.0000,1.0000,1.0000,1.0000
E,0.6479,1.0000,1.0000,1.0000,1.0000
E,0.6479,1.0000,1.0000,1.0000,1.0000
E,0.5962,1.0000,1.0000,1.0000,1.0000
E,0.6526,1.0000,1.0000,1.0000,1.0000
E,0.5869,1.0000,1.0000,1.0000,1.0000
E,0.6056,1.0000,1.0000,1.0000,1.0000
E,0.6573,1.0000,1.0000,1.0000,1.0000
E,0.6244,1.0000,1.0000,1.0000,1.0000
E,0.6479,1.0000,1.0000,1.0000,1.0000
E,0.6808,1.0000,1.0000,1.0000,1.0000
E,0.5775,1.0000,1.0000,1.0000,1.0000
E,0.6103,1.0000,1.0000,1.0000,1.0000
E,0.6808,1.0000,1.0000,1.0000,1.0000
E,0.6573,1.0000,1.0000,1.0000,1.0000
E,0.6385,1.0000,1.0000,1.0000,1.0000
E,0.6056,1.0000,1.0000,1.0000,1.0000
E,0.6620,1.0000,1.0000,1.0000,1.0000
E,0.6432,1.0000,1.0000,1.0000,1.0000
E,0.6761,1.0000,1.0000,1.0000,1.0000
E,0.6573,1.0000,1.0000,1.0000,1.0000
E,0.6667,1.0000,1.0000,1.0000,1.0000
E,0.6009,1.0000,1.0000,1.0000,1.0000
E,0.6573,1.0000,1.0000,1.0000,1.0000
E,0.6385,1.0000,1.0000,1.0000,1.0000
E,0.6244,1.0000,1.0000,1.0000,1.0000
E,0.6526,1.0000,1.0000,1.0000,1.0000
E,0.6573,1.0000,1.0000,1.0000,1.0000
E,0.5728,1.0000,1.0000,1.0000,1.0000
E,0.6009,1.0000,1.0000,1.0000,1.0000
E,0.6244,1.0000,1.0000,1.0000,1.0000
E,0.6103,1.0000,1.0000,1.0000,1.0000
E,0.5775,1.0000,1.0000,1.0000,1.0000
E,0.5775,1.0000,1.0000,1.0000,1.0000
E,0.6385,1.0000,1.0000,1.0000,1.0000
E,0.6056,1.0000,1.0000,1.0000,1.0000
E,0.6432,1.0000,1.0000,1.0000,1.0000
E,0.6526,1.0000,1.0000,1.0000,1.0000
E,0.6808,1.0000,1.0000,1.0000,1.0000
E,0.6854,1.0000,1.0000,1.0000,1.0000
E,0.6291,1.0000,1.0000,1.0000,1.0000
E,0.6338,1.0000,1.0000,1.0000,1.0000
E,0.6244,1.0000,1.0000,1.0000,1.0000
E,0.6667,1.0000,1.0000,1.0000,1.0000
E,0.5869,1.0000,1.0000,1.0000,1.0000
E,0.6291,1.0000,1.0000,1.0000,1.0000
E,0.6103,1.0000,1.0000,1.0000,1.0000
E,0.6385,1.0000,1.0000,1.0000,1.0000
E,0.6479,1.0000,1.0000,1.0000,1.0000
E,0.6291,1.0000,1.0000,1.0000,1.0000
E,0.6854,1.0000,1.0000,1.0000,1.0000
E,0.6432,1.0000,1.0000,1.0000,1.0000
E,0.6761,1.0000,1.0000,1.0000,1.0000
E,0.6479,1.0000,1.0000,1.0000,1.0000
E,0.6103,1.0000,1.0000,1.0000,1.0000
E,0.6056,1.0000,1.0000,1.0000,1.0000
E,0.5822,1.0000,1.0000,1.0000,1.0000
E,0.6244,1.0000,1.0000,1.0000,1.0000
E,0.6573,1.0000,1.0000,1.0000,1.0000
E,0.6056,1.0000,1.0000,1.0000,1.0000
E,0.6103,1.0000,1.0000,1.0000,1.0000
E,0.6432,1.0000,1.0000,1.0000,1.0000
E,0.5915,1.0000,1.0000,1.0000,1.0000
E,0.5822,1.0000,1.0000,1.0000,1.0000
E,0.6432,1.0000,1.0000,1.0000,1.0000
E,0.5915,1.0000,1.0000,1.0000,1.0000
E,0.5915,1.0000,1.0000,1.0000,1.0000
E,0.5915,1.0000,1.0000,1.0000,1.0000
E,0.6526,1.0000,1.0000,1.0000,1.0000
E,0.6056,1.0000,1.0000,1.0000,1.0000
E,0.6338,1.0000,1.0000,1.0000,1.0000
E,0.5775,1.0000,1.0000,1.0000,1.0000
E,0.5962,1.0000,1.0000,1.0000,1.0000
E,0.5634,1.0000,1.0000,1.0000,1.0000
E,0.6103,1.0000,1.0000,1.0000,1.0000
E,0.6244,1.0000,1.0000,1.0000,1.0000
E,0.6197,1.0000,1.0000,1.0000,1.0000
E,0.5869,1.0000,1.0000,1.0000,1.0000
E,0.6291,1.0000,1.0000,1.0000,1.0000
E,0.6526,1.0000,1.0000,1.0000,1.0000
E,0.5775,1.0000,1.0000,1.0000,1.0000
E,0.6526,1.0000,1.0000,1.0000,1.0000
E,0.6385,1.0000,1.0000,1.0000,1.0000
E,0.6103,1.0000,1.0000,1.0000,1.0000
E,0.6056,1.0000,1.0000,1.0000,1.0000
E,0.8873,1.0000,1.0000,1.0000,1.0000
E,0.8732,1.0000,1.0000,1.0000,1.0000
E,0.9108,1.0000,1.0000,1.0000,1.0000
E,0.9437,1.0000,0.9642,1.0000,1.0000
E,0.8873,1.0000,0.9949,1.0000,1.0000
E,0.8779,1.0000,1.0000,1.0000,1.0000
E,0.8779,1.0000,1.0000,1.0000,1.0000
E,0.8638,1.0000,1.0000,1.0000,1.0000
E,0.9202,1.0000,1.0000,1.0000,1.0000
E,0.9108,1.0000,1.0000,1.0000,1.0000
E,0.8592,1.0000,1.0000,1.0000,1.0000
E,0.8826,1.0000,0.9949,1.0000,1.0000
E,0.9249,1.0000,1.0000,1.0000,1.0000
E,0.8779,1.0000,1.0000,1.0000,1.0000
E,0.8779,1.0000,1.0000,1.0000,1.0000
E,0.9061,1.0000,1.0000,1.0000,1.0000
E,0.8732,1.0000,1.0000,1.0000,1.0000
E,0.9014,1.0000,1.0000,1.0000,1.0000
E,0.8779,1.0000,0.9974,1.0000,1.0000
E,0.8779,1.0000,1.0000,1.0000,1.0000
E,0.9249,1.0000,1.0000,1.0000,1.0000
E,0.8779,1.0000,0.9974,1.0000,1.0000
E,0.8685,1.0000,1.0000,1.0000,1.0000
E,0.9014,1.0000,1.0000,1.0000,1.0000
E,0.8779,1.0000,1.0000,1.0000,1.0000
E,0.8357,1.0000,1.0000,1.0000,1.0000
E,0.8592,1.0000,1.0000,1.0000,1.0000
E,0.8357,1.0000,1.0000,1.0000,1.0000
E,0.9061,1.0000,1.0000,1.0000,1.0000
E,0.8779,1.0000,1.0000,1.0000,1.0000
E,0.9249,1.0000,1.0000,1.0000,1.0000
E,0.8826,1.0000,0.9591,1.0000,1.0000
E,0.8920,1.0000,1.0000,1.0000,1.0000
E,0.9249,1.0000,0.9923,1.0000,1.0000
E,0.8638,1.0000,1.0000,1.0000,1.0000
E,0.9531,1.0000,1.0000,1.0000,1.0000
E,0.9061,1.0000,0.9821,1.0000,1.0000
E,0.8779,1.0000,1.0000,1.0000,1.0000
E,0.8592,1.0000,1.0000,1.0000,1.0000
E,0.8732,1.0000,1.0000,1.0000,1.0000
E,0.9061,1.0000,1.0000,1.0000,1.0000
E,0.9249,1.0000,1.0000,1.0000,1.0000
E,0.8732,1.0000,1.0000,1.0000,1.0000
E,0.8779,1.0000,0.9974,1.0000,1.0000
E,0.8779,1.0000,1.0000,1.0000,1.0000
E,0.9108,1.0000,1.0000,1.0000,1.0000
E,0.8873,1.0000,1.0000,1.0000,1.0000
E,0.8920,1.0000,0.9974,1.0000,1.0000
E,0.8498,1.0000,1.0000,1.0000,1.0000
E,0.9296,1.0000,0.9974,1.0000,1.0000
E,0.8779,1.0000,1.0000,1.0000,1.0000
E,0.8779,1.0000,1.0000,1.0000,1.0000
E,0.8779,1.0000,1.0000,1.0000,1.0000
E,0.9531,1.0000,1.0000,1.0000,1.0000
E,0.8920,1.0000,1.0000,1.0000,1.0000
E,0.9296,1.0000,1.0000,1.0000,1.0000
E,0.9765,1.0000,1.0000,1.0000,1.0000
E,0.9061,1.0000,0.9898,1.0000,1.0000
E,0.8826,1.0000,1.0000,1.0000,1.0000
E,0.9014,1.0000,1.0000,1.0000,1.0000
E,0.8873,1.0000,1.0000,1.0000,1.0000
E,0.8779,1.0000,0.9923,1.0000,1.0000
E,0.8873,1.0000,0.9949,1.0000,1.0000
E,0.8873,1.0000,0.9923,1.0000,1.0000
